name,yearpublished,minplayers,maxplayers,rating,designer,publisher
Renfield,1999,4,7,5.668,James Ernest,Cheapass Games
Cluedo Chocolate Edition,2007,3,4,5.786,(Uncredited),Gamesformotion
Epic Roll,2015,2,3,5.769,Jon Nord,Summon Entertainment Corp
Going Nutz,1993,2,8,4.833,(Uncredited),The Game Works
Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,2000,2,6,7.226,(Uncredited),Tilsit
Castle Crush!,2013,1,4,6.602,Tsai Huei-Chiang,Soso Studio
Colpevole!,1992,4,7,6.073,Spartaco Albertarelli,Editrice Giochi
El Erudito,2008,2,4,6.616,(Uncredited),Maldu00f3n
Stones of Fate,2015,2,4,6.62,Luke Laurie,Cosmic Wombat Games
Dungeon Command  Heart of Cormyr,2012,2,2,7.379,Chris Dupuis,Wizards of the Coast
Quest of the Magic Ring,1975,2,7,5.559,Wendell L. Hill,Land of Legend
Gladiatori Deluxe,2012,1,4,5.985,Michele Quondam,Giochix.it
Medioevo Universale,2018,3,6,7.76,Nicola Iannone,Giochix.it
D-Day at Omaha Beach,2009,1,2,8.241,John H. Butterfield,Decision Games (I)
Shanghai Trader,1986,3,6,6.515,Steve Barnes (I),Hobby Japan
Elementum,2018,1,4,7.193,Mariusz Milewski,Quantum Games (II)
Fiji,2006,2,5,5.858,Friedemann Friese,2F-Spiele
Zillionaire,1987,3,6,5.959,(Uncredited),Milton Bradley
Dispatcher,1958,2,2,5.895,Charles S. Roberts,The Avalon Hill Game Co
The Western Front  1914 to 1918,2004,2,2,7.971,David Schroeder,Decision Games (I)
Obsession,1988,2,2,4.6,Martin Klinger,Playtoy Industries
Just4Fun Colours,2010,2,4,5.49,J\\u00fcrgen P. Grunau,KOSMOS
Gettysburg  Badges of Courage,2004,2,2,7.006,Tom Dalgliesh,Columbia Games
Chains of Fenrir,2014,2,5,5.711,Dan Manfredini,Gizmet Gameworks
Triple\u00b3,2013,2,4,5.785,Maureen Hiron,Ravensburger Spieleverlag GmbH
Santa Maria,2017,1,4,7.584,Eilif Svensson,Aporta Games
Dinosaurs Extinct?,2006,2,4,5.109,George Schimpf,Briarpatch
Uppsala  Citt\u00e0 d'Italia,2009,2,6,6.619,Bernhard Lach,dV Giochi
Magic  The Gathering \u2013 Duel Decks  Blessed vs. Cursed,2016,2,2,7.462,Chris Millar,Wizards of the Coast
Warfighter  The Tactical Special Forces Card Game,2014,1,6,7.742,Dan Verssen,Dan Verssen Games (DVG)
Age of Steam  Deluxe Edition,2002,1,6,7.729,Martin Wallace,Warfrog Games
U-Build Battleship,2010,2,2,4.282,(Uncredited),Hasbro
Sticks & Stones,1978,1,2,5.943,David Ray,Hobby Japan
Battle For Souls,2013,1,4,7.079,Robert Burke,Robert Burke Games
Zargo's Lords,1979,2,4,6.729,Marco Donadoni,International Team
Allies  Realm of Wonder,2015,2,2,6.45,Mikko Punakallio,Mindwarrior Games
Humpty Dumpty's Wall Game,2009,2,10,5.274,Roger Ford,(Unknown)
Blackrock City,2012,2,4,5.417,Alain Ollier,Blackrock Games
AirWar  Pacific!,2006,2,2,6.149,James Love,Triumph Games
Triolet,1996,2,4,6.417,Andr\\u00e9 Perriolat,DJ Games
Makruk,0,2,2,6.877,(Uncredited),(Public Domain)
Sushizock im Gockelwok,2008,2,5,6.463,Reiner Knizia,999 Games
Near and Far,2017,2,4,7.87,Ryan Laukat,Red Raven Games
Deutschlandreise,1935,2,6,4.415,Jochen Zeiss,Otto Maier Verlag
Campaign Trail,1983,2,6,6.56,Peter Andersen (I),Game Designers Workshop
Alpha Blitz,1998,2,6,5.076,Mike Selinker,Wizards of the Coast
Five Crowns,1996,1,7,5.947,Marsha J. Falco,Set Enterprises
French Foreign Legion,2000,2,2,5.897,Joseph Miranda,Decision Games (I)
Divorce! The Game,2015,2,2,6.421,Andrew Yoon,(Self-Published)
Ab in die Tonne,2013,2,5,6.144,Carlo A. Rossi,ABACUSSPIELE
TimeBomb,2014,4,6,6.935,\\u4f50\\u85e4 \\u96c4\\u4ecb (Yusuke Sato),u65b0u30dcu30fcu30c9u30b2u30fcu30e0u515a (New Board Game Party)
Holy War  Afghanistan,1991,2,2,6.173,Joseph Miranda,Decision Games (I)
Pictionary Air,2019,3,12,6.274,(Uncredited),Mattel
InBetween,2017,2,2,6.871,Adam Kwapi\\u0144ski,Board&Dice
The Market of Alturien,2007,2,6,5.386,Wolfgang Kramer,Mayfair Games
Enemy at the Gates,1994,1,4,7.579,Dean Essig,The Gamers
Utter Nonsense  Naughty Edition,2017,4,20,5.858,Dave Mazurek,(Self-Published)
Bluff Jubil\u00e4umsausgabe,2018,2,6,6.856,Richard Borg,Ravensburger Spieleverlag GmbH
Destroy BCN!,2016,2,4,5.472,Toni Serradesanferm,GDM Games
Corporate America,2013,3,6,7.268,Teale Fristoe,Nothing Sacred Games
Five Fingered Severance,2011,3,6,5.744,Patrick Leder,(Web published)
Contango,2000,2,6,0.0,S. Schwab,Contango Concepts
Zock 'n' Roll,2016,3,6,6.194,J\\u00f6rg von R\\u00fcden,Schmidt Spiele
Elevenses for One,2014,1,1,6.266,David Harding (II),(Web published)
Shogunate,2016,3,6,6.502,Adrienne Ezell,Dreadful Games
Dollars and Dibble,2001,1,12,3.583,L. L. Brainwashed,OP8 State Ltd
Outdoor Survival,1972,1,4,4.715,Jim Dunnigan,The Avalon Hill Game Co
Medieval Battle,2014,2,2,6.88,Andrzej Kurek,Alchemicus.pl
Gardens of Babylon,2019,1,4,7.215,Stavros Polyviou,Cackleberry Games
El Bandido,2016,1,4,6.608,Martin Nedergaard Andersen,Helvetiq
VisualEyes,2003,2,8,5.645,Keith Dugald (I),Buffalo Games
Dune  Spice Harvest,1984,3,6,6.59,Bill Eberle,The Avalon Hill Game Co
Nancy Greene's Great Downhill Ski Game,1970,1,4,6.124,Terry Martin Rose,Franklin Merchandising Company
The Pirate Republic,2018,1,5,7.473,Tom Butler,Green Feet Games
Ding!,2011,3,8,5.247,Children\s Games,Wiggles 3D
Iglu Pop,2003,2,6,6.261,Heinz Meister,Zoch Verlag
Dark Tales,2014,2,4,6.606,Pierluca Zizzi,dV Giochi
Pok\u00e9mon Trading Card Game,1996,2,2,6.215,Takumi Akabane,Copag Cards
Iliad,1979,2,2,5.828,Marco Donadoni,International Team
On a Scale of One to T-Rex,2019,2,8,6.851,Wolfgang Warsch,Exploding Kittens
Soccer Tactics World,2006,2,2,6.086,Randall Thompson,Stein-Thompson Games
Knightmare Chess 2,1998,2,2,6.72,Pierre Cl\\u00e9quin,Steve Jackson Games
Samurai,1975,2,2,6.0,Henri Sala,Clipper
El Aprendiz de Merl\u00edn,2018,2,4,7.224,Enrique Gil Gonz\\u00e1lez,SmartPlay Editorial (SP)
Oz Fluxx,2012,2,6,6.31,Andrew Looney,Looney Labs
Magic Realm Light 30,2015,1,1,7.296,KK Su,(Web published)
Incredible Hulk Smash-Up Action Game,1979,2,4,4.036,(Uncredited),Ideal
Outwit,1975,2,2,4.988,(Uncredited),(Unknown)
Raging Bulls,2017,1,1,7.022,Mark Tuck,(Self-Published)
Rail Baron,1977,3,6,6.571,R. S. Erickson,The Avalon Hill Game Co
A Study in Emerald,2013,2,5,7.2,Martin Wallace,Treefrog Games
Raid on Richmond,1991,2,2,5.251,Keith Poulter,3W (World Wide Wargames)
The Soo Line,2018,3,5,6.857,Tom Russell,Hollandspiele
Escola de Drag\u00f5es,2014,2,4,6.157,Rams\\u00e9s Sohn,RetroPunk Game Design
The Last Friday,2016,2,6,6.468,Antonio Ferrara,Pendragon Game Studio
Chaotic,2007,2,2,5.595,Brian David-Marshall,4Kids Entertainment
Diamonsters,2013,2,6,5.612,Masao Suganuma,Grounding
13 Days  The Cuban Missile Crisis,2016,2,2,7.383,Asger Harding Granerud,Jolly Roger Games
The Killing Ground,2002,2,4,8.003,Mark Hinkle,New England Simulations
It's Mine,2015,2,2,7.03,Unai Rubio,Mont Tu00e0ber
The Stonebound Saga,2018,2,6,7.611,Eric Bittermann,Sky Kingdom Games
Monopoly  Cheaters Edition \u9a19\u5f92\u884c\u8005\u7248,2018,2,6,4.776,Joe Bradford,Hasbro
J'Accuse!,2016,3,6,5.68,Jonathan Lavallee,Smirk & Dagger Games
Barca,2007,2,2,6.728,Andrew Caldwell,Caldwell Gameworks
Fast Forward  FLEE,2017,1,4,6.008,Friedemann Friese,2F-Spiele
Altaria  Clash of Dimensions,2014,2,2,5.026,Piotr Kubicius,Axel
The LogiQuad Game System,1969,2,2,6.5,John H. Geiger,Metroplan
Take 5!,1998,2,6,6.46,Wolfgang Kramer,AMIGO
bezzerwizzer kompakt,2010,2,4,6.41,Wargames,Bezzerwizzer ApS
Top Hats,1997,2,3,4.532,Leo Colovini,Big Fun
Ponton,1992,2,4,7.0,Jean du Po\\u00ebl,Historien Spiele Galerie (Historien Spielegalerie)
Wizards Wanted,2017,2,4,6.789,Nick Hayes,Mattel
7-Card Slugfest,2013,3,8,5.904,D. Brad Talton,Level 99 Games
Army Ants,2008,2,2,6.441,Bryan Winter,(Web published)
Dwarven Dig!,2003,2,6,5.505,Anthony J. Gallela,Bucephalus Games
Galloping Pigs,1992,2,5,5.744,Heinz Meister,ABACUSSPIELE
Twins,1996,3,6,6.212,Reiner Knizia,AMIGO
The Sheep Race,2013,2,6,6.553,Roberto Mancino,Ghenos Games
Fanhunter  Urban Warfare,2017,2,2,7.35,David Esbri,Devir Games
Imperial Governor & Strategos,1979,2,6,6.855,Ken Broadhurst,Ariel Productions Ltd
Itchy Monkey,2018,2,4,7.031,Allan Kirkeby,Black Box Adventures
Slamwich,1994,2,6,5.09,Monty Stambler,Five Below Merchandising
Amazons,1992,2,2,7.135,Walter Zamkauskas,(Web published)
Noble Armada,1998,2,2,6.121,Bill Bridges,Holistic Design
The Last Panzer Victory,1983,1,2,5.853,Perry Moore,West End Games
Up Front  Desert War,1984,2,2,7.874,Don Hawthorne,The Avalon Hill Game Co
Auf Teufel komm raus,2013,2,6,6.737,Tanja Engel,Zoch Verlag
Kleiner Obstgarten,2011,1,4,6.129,Anneliese Farkaschovsky,HABA
The Hammer of Thor  The Game of Norse Mythology,1980,1,362,4.978,Joe Angiolillo,Gameshop
Dungeon in a Tin,2011,1,4,6.481,Jake Staines,(Web published)
Queen's Ransom,2010,2,5,5.768,Kevin L. Jones,Z-Man Games
Chronology,2008,2,6,6.206,Wargames,Fundex
Star Wars  Battle for Endor,1989,1,1,6.104,Peter Corless,West End Games
Monopoly  The Simpsons,2001,2,6,5.22,(Uncredited),Estrela
Penguin Colourgrams 2,1976,1,1,6.738,Sid Sackson,Hugendubel Verlag
Battle Sheep \u0e2a\u0e21\u0e23\u0e20\u0e39\u0e21\u0e34\u0e40\u0e08\u0e49\u0e32\u0e02\u0e19\u0e1b\u0e38\u0e22,2010,2,4,6.693,Francesco Rotta,Arclight
Spank the Yeti  The Adult Party Game of Questionable Decisions,2016,2,10,5.705,Sara Farber,Galactic Sneeze
Death Valley  Battles for the Shenandoah,2019,2,2,8.802,Richard H. Berg,GMT Games
Crash by Crash,2008,2,4,5.416,Monika Dilli,Czech Board Games
Plunder,2004,2,4,6.148,Karl Lepp,Laughing Pan Productions
Die geheimnisvolle Sternschnuppe,2011,1,5,6.2,Christian Sovis,999 Games
Shrimpin',2003,2,6,5.8,Tyler Sigman,Alien Menace
Xena  Warrior Princess CCG,1998,2,3,5.096,Charlie Catino,Wizards of the Coast
Cavern Tavern,2016,1,6,6.956,Vojkan Krstevski,Final Frontier Games
Dynamite Nurse,2011,3,5,6.527,Atsuo Yoshizawa,Arclight
Doom  The Boardgame,2004,2,4,6.866,Christian T. Petersen,Fantasy Flight Games
Puzzle Strike (Third Edition),2012,2,4,7.248,David Sirlin,Pegasus Spiele
Telestrations After Dark,2015,4,8,7.09,Family Games,Broadway Toys LTD
Squad Leader,1977,2,2,7.492,John Hill (I),Arsenal Publishing
Guildhall  Job Faire,2013,2,4,7.185,Hope S. Hwang,Alderac Entertainment Group
Guile,2013,2,2,6.113,Justin Schaffer,Terra Nova Games
Exodus  Paris Nouveau,2018,4,6,6.366,Martin Wallace,Indie Boards & Cards
Solitaire Caesar  The Rise and Fall of the Roman Empire,2006,1,1,6.651,David Kershaw,White Dog Games
Stak Bots,2013,2,6,6.296,Tom Norfolk,2D6.EE
Think Again!,2012,3,10,5.942,Bruno Cathala,Le Scorpion Masquu00e9
Spot it! Party,2013,2,8,6.268,Jacques Cottereau,Blue Orange Games
Sucking Vacuum,2004,3,6,5.603,Marc Davis,Alien Menace
Potion-Making  Practice,2005,2,6,6.176,Sergey Machin,G3
Trivial Pursuit  Genus Edici\u00f3n III (Spain),2005,2,6,6.358,(Uncredited),Hasbro
Throneworld,1997,2,6,6.677,Thomas Lehmann,Prism Games
Phoenix,2003,2,2,6.387,Zach Greenvoss,Descartes Editeur
Summoner's Isle,2019,2,4,6.775,Robbie Munn,Peculiarity
\u7687\u540e\u8c37\u7684\u6398\u8d77,2018,2,4,7.571,Inka Brand,alea
The Flowers of the Forest,1995,2,2,7.572,Charles Vasey,(Self-Published)
Comeback,1996,2,4,5.847,Reinhard Staupe,Staupe Spiele
Entropy,2015,2,6,6.27,Allen Chang,Rule & Make
Monty's Gamble  Market Garden,2003,2,2,7.113,Michael Rinella,Multi-Man Publishing
The Lord of the Rings  Journeys in Middle-earth,2019,1,5,8.14,Nathan I. Hajek,Fantasy Flight Games
Cortez,2001,2,6,4.45,Hermann Huber,Piatnik
Nautilus,2012,2,2,6.158,Charles Chevallier,Libellud
Finger-Flick Sports  Baseball,1996,2,2,5.229,(Uncredited),Finger-Sports
TAMSK,1998,2,2,6.774,Kris Burm,Don & Co.
Starfall,1979,1,4,6.233,Michael S. Matheny,Yaquinto
The Perfect Moment,2019,1,2,6.42,Michael Brown (II),Button Shy
Anima  Beyond Good and Evil,2008,2,4,6.214,Anima Studio,Edge Entertainment
Crunch  The Game for Utter Bankers,2009,2,4,5.634,Andrew Sheerin,Edge Entertainment
Montebello 1800,2002,2,2,7.607,Fr\\u00e9d\\u00e9ric Bey,Canons en Carton
Hanna Honeybee,2016,1,4,6.14,Tim Rogasch,HABA
Hungry Hungry Hipsters,2012,2,8,6.118,Nintendo,(Self-Published)
Cheesonomics,2014,2,5,6.083,Dale Tolley,Eagle-Gryphon Games
The Great Brain Robbery,2000,3,7,5.547,James Ernest,Cheapass Games
Q.E.,2017,3,4,7.4,Gavin Birnbaum,Cubiko Games
Ivion,2018,2,4,8.446,Aislyn Hall,Luminary Games
Legend of Heroes,1987,1,5,5.698,Graeme Morris,TSR
50 Clues  White Sleep,2019,1,5,7.388,Jeppe Norsker,Norsker Games
Monopoly  NASCAR,1997,2,8,4.893,(Uncredited),USAopoly
Case Yellow,2011,2,2,7.077,Ted Raicer,GMT Games
Off the Rails,2018,1,4,7.206,Andrew Platt,Rotten Games
The Scrambled States of America  Deluxe Edition,2002,2,4,5.817,Mary Ellroy,Gamewright
Unicorn Glitterluck  Cloud Crystals,2014,2,4,5.956,Kristin M\\u00fcckel,HABA
Clue  Star Wars,2016,3,6,5.238,Joe Bradford,Hasbro
Kampf um Rom  Das Kartenspiel,2000,3,4,5.472,Gerhard H. Kuhlmann,Kuhlmann Geschichtsspiele
Nisyros,2016,2,4,6.809,Peter Slaman,Sunny Games
Deadzone,2013,2,4,7.37,Guy Haley,Mantic Games
Undercover,2016,2,4,5.83,Daniel Danzer,Frosted Games
Big Deal,2001,2,6,5.563,Tzvika Harpaz,AMIGO
Citadels Classic,2000,2,8,7.092,Bruno Faidutti,Hans im Glu00fcck
The Guns of Gettysburg,2013,2,4,7.82,Bowen Simmons,Mercury Games
Prime Climb,2014,2,4,6.385,Katherine Cook (I),Math for Love
Summoner Wars  Phoenix Elves vs Tundra Orcs,2009,2,4,7.546,Colby Dauch,Cube Factory of Ideas
Fantom Star\u00e9 Prahy,0,2,6,6.152,(Uncredited),Javos (PaN)
Pirates  Quest for Davy Jones' Gold,2006,2,4,5.502,James Ernest,AMIGO
Glen More II  Chronicles,2019,2,4,8.105,Matthias Cramer,Funtails
Prelude to Disaster  The Soviet Spring Offensive \u2013 May 1942,1992,2,2,6.848,Henry Robinette,AGEMA
Byzanz,2008,3,6,6.612,Emanuele Ornella,AMIGO
Pajaggle Boards,2009,1,4,5.883,Bill Witt,Pajaggle
Bloqs,2012,2,4,6.325,Hyo-Jong You,PLAYthisONE
Nosocomio,2015,2,6,6.037,Carles Alt,(Self-Published)
Galapa Go,2011,2,6,5.458,Val\\u00e9ry Fourcade,MJ Games
Colonial Diplomacy,1994,2,7,6.642,Peter Hawes,The Avalon Hill Game Co
Compact Bowling,2015,2,8,6.11,Dutch edition,IELLO
Suzerain,1993,2,6,5.96,Thomas Lehmann,Prism Games
Steel Arena  Friday Night Robot Fight,2016,2,4,7.02,Yury Yamshchikov,GaGa Games
The Werewolves of Miller's Hollow  The Village,2009,8,18,6.975,Philippe des Palli\\u00e8res,(Unknown)
Dicium,2018,1,4,7.047,Joachim Th\\u00f4me,Geek Attitude Games
Barbarossa  Game of the Russo-German War 1941-45,1986,2,2,5.332,David James Ritchie,SPI (Simulations Publications
Valerian  The Alpha Missions,2017,2,4,6.224,Ryan Miller,Ultra PRO
The major four of Heizei,2010,3,5,6.283,Kenichi Tanabe,Takamagahara
Labyrinth,1940,1,1,4.588,Sven Bergling,American Toy & Furniture Co.
Children of Fire,2005,2,5,5.748,Erich Wambach,BlindLuck Studios
Feudality,2011,2,6,6.483,Tom Wham,Lookout Games
Sponsio,2016,3,4,6.549,J\\u00f3zsef Dorsonczky,Fullcap Games
Robit Riddle  Storybook Adventures,2018,1,6,6.455,Kevin Craine,Baba Geek Games
Quadruple Alquerque,1000,2,2,5.673,(Uncredited),(Public Domain)
H\u00f6chste Eisenbahn,2012,2,6,5.771,Karsten Adlung,Adlung-Spiele
The Dark Crystal Game,1982,2,4,5.735,(Uncredited),Milton Bradley
Foppen,1995,3,6,6.614,Friedemann Friese,2F-Spiele
Destroyer Captain,1979,2,6,7.521,Jack Greene,Kokusai-Tsushin Co.
1899,1994,3,6,6.384,Dirk Clemens,Chris Lawson
Jin Li,2010,2,2,6.235,W. David MacKenzie,nestorgames
Elder Sign,2011,1,8,6.994,Richard Launius,Fantasy Flight Games
The Sedan Campaign,2004,1,2,5.769,Ty Bomba,Decision Games (I)
Burgenland,1986,2,4,7.617,Wolfgang Kramer,ABRA
Shake Out!,2011,2,6,6.716,Louis-Nicolas Dozois,The Game Crafter
Battlefields of Olympus,2008,2,2,6.13,Peter A. Grant,Smartass Games Ltd.
Video Game High School,2014,2,4,6.462,Isaac Vega,Plaid Hat Games
Mini FITS,2010,1,4,5.863,Reiner Knizia,Ravensburger Spieleverlag GmbH
KUMO Hogosha,2015,2,4,6.791,Patrick Gere,Morning Players
Basari,1998,3,4,6.758,Reinhard Staupe,F.X. Schmid
Nightmare House,1983,1,5,5.936,David Marshall,SPI (Simulations Publications
Railroads,2014,3,5,8.102,Brian Hanrahan,Social Hour Games
Pentacle,1990,3,6,5.4,Tim Carleton,Morning Star Games
Marauders,2012,3,4,5.171,David Olson,Tolman Games
Tante Trudels Tr\u00f6del,2011,2,4,5.344,Steffen Bogen,Zoch Verlag
Yum Deluxe,1959,2,5,5.128,Harvey Grinsell,Bojeux
Chaparral,2016,2,4,7.379,Marcos Macri,(Self-Published)
Letter Head,2000,1,9,5.982,Kristan Lawson,Atlas Games
Magnate,2008,2,2,7.279,Cristyn Magnus,(Web published)
Mus,1745,4,4,7.94,(Uncredited),(Public Domain)
Small Detectives,2017,2,5,6.59,Charles Chevallier,PixieGames
Clay To Win,1988,4,12,5.477,(Uncredited),Coleco Industries
D3 Time Warriors,1996,2,2,6.525,Roberto Di Meglio,Nexus Editrice
Evil Dead 2  The Official Board Game,0,1,6,2.472,Taylor Smith,Space Goat Productions
Tzulan Quest,2016,2,5,6.127,Alessandro Cuneo,Red Glove
Falling Coin,2015,3,4,5.286,Ying-Tan Liu,Homosapiens Lab
World of Tanks  Rush,2013,2,5,5.931,Nikolay Pegasov,Asmodee
Exit  The Game \u2013 The Mysterious Museum,2018,1,4,7.342,Inka Brand,999 Games
Ravine,2017,3,6,6.473,Mathew Sisson,Stellar Factory
Frogger,1981,2,2,4.754,Jeffrey Breslow,MB Jeux
AtmosFear  Khufu \u2013 The Mummy,2006,3,6,5.747,(Uncredited),A Couple A Cowboys
Voil\u00e0!,2015,2,6,6.304,Roberto Fraga,Brain Games
Junior Labyrinth,1995,2,4,5.682,Max J. Kobbert,Ravensburger Spieleverlag GmbH
Battle Over Britain,1983,2,2,6.581,John H. Butterfield,Nike and Cooper Espau00f1ola
Tim Burton's The Nightmare Before Christmas Game,2004,2,6,4.155,(Uncredited),NECA
Campaigns in the Valley,1988,2,2,5.858,Robert G. Markham,3W (World Wide Wargames)
\u963f\u746a\u591a\u62c9,2003,2,4,6.405,Christwart Conrad,Blackrock Games
War of the Ring,2009,2,2,7.021,Carl Dafforn,Games Workshop Ltd.
Mega Man Pixel Tactics  Proto Man Red,2017,2,2,7.371,D. Brad Talton,Jasco Games
Eminent Domain  Microcosm,2014,2,2,6.493,Seth Jaffee,Tasty Minstrel Games
Uchronia,2012,2,5,6.505,Carl Chudyk,IELLO
Family Fluxx,2005,2,6,5.717,Andrew Looney,Looney Labs
Flucht aus Mangrovia,1989,2,6,4.395,Roland Siegers,Mattel
Eine gegen Eine,2009,4,4,5.025,Leif Busse,Edition Erlku00f6nig
Nations,2013,1,5,7.661,Rustan H\\u00e5kansson,Lautapelit.fi
Bionic Woman,1976,2,4,4.757,(Uncredited),(Unknown)
Die Hanse,1993,3,6,5.685,Tom Schoeps,Laurin Verlag
\u77ee\u4eba\u6398\u91d1,2004,3,10,6.591,Fr\\u00e9deric Moyersoen,AMIGO
The Chinese Civil War of 1930,2010,2,5,6.913,Jog Kung,TWOPLUS Games
Kitty Paw,2015,1,4,5.866,Aza Chen,Bombyx
Transsib,1996,3,5,5.66,Dieter Danziger,Dieter Danziger Verlag
Die Erben von Hoax,1999,3,8,6.079,Bill Eberle,Spielzeit!
Boccerball,1993,2,2,6.955,(Uncredited),Halex
Movie Mania Travel Edition,1992,2,4,4.539,(Uncredited),Endgame Entertainment
Untold  Adventures Await,2017,1,4,7.388,John Fiore,The Creativity Hub
Kumbu  Dubbelzijdig Kaartspel,2012,2,8,6.154,Kees Meis,Rielekst
WarCry,2003,2,4,6.435,David Freeman,Sabertooth Games
Lowlands,2018,2,4,7.472,Claudia Partenheimer,Feuerland Spiele
Clue FX,2003,2,4,6.211,Craig Van Ness,Hasbro
Pecunia non olet (second edition),2016,2,6,6.713,Christian Fiore,Noris Spiele
Fette F\u00fcnfzehn,2003,2,4,6.123,Stefan Leben,Winning Moves Germany
Ramen,2018,2,5,6.657,Israel Cendrero,Ediciones Primigenio
Asalto al Banco de Inglaterra,1982,2,6,6.186,(Uncredited),Factor Games
Statis Pro Football,1973,1,2,6.442,Jim Barnes,The Avalon Hill Game Co
Monopoly  Wonder of The World,2003,2,8,5.219,(Uncredited),Hasbro
The Bird Told Me To Do It,2016,2,3,5.009,Carl Chudyk,Czacha Games
Sanctuary  Thieves World,1982,1,6,5.566,Bill Fawcett,Mayfair Games
Topple Chrome,1983,2,4,5.128,Frank Thibault,(Unknown)
Warlords,2016,2,4,7.353,Brian True,(Self-Published)
Scripts and Scribes,2007,2,4,7.202,Steve Finn,Dr. Finns Games
Dead Man's Chest,2015,3,8,5.875,Paul Jefferies,Eagle-Gryphon Games
W.W.B,2011,2,2,1.417,Richard Hutnik,(Web published)
Black Stories  Christmas Edition,2011,2,15,5.603,Corinna Harder,G3
Caesar's Game,1984,2,2,6.333,Malcolm Goldsmith,Waddingtons Games
DOG Royal,2012,2,6,6.58,Johannes Schmidauer-K\\u00f6nig,Lion Rampant Imports
Nova Luna,2019,1,4,7.371,Uwe Rosenberg,Edition Spielwiese
Plateau,1986,2,2,7.218,Jim Albea,Magnolia Game Company
The Last of the Independents,2010,3,6,6.359,Patrick Stevens,Numbskull Games
Big League Baseball,1967,2,2,5.495,(Uncredited),3M
Tzolk'in  The Mayan Calendar,2012,2,4,7.917,Simone Luciani,Czech Games Edition
Human Interface  Be a Better Human,2018,1,5,7.397,Card Games: Card Fishing,Postindustrial Games
Chess 2  The Sequel,2010,2,2,7.113,David Sirlin,Sirlin Games
Rifles in the Ardennes,2017,1,1,7.603,Gottardo Zancani,Tiny Battle Publishing
Adventurer,1980,2,6,6.051,T. O\Neill,Yaquinto
Fairytale Gloom,2015,2,5,6.55,Keith Baker,Atlas Games
Heaven & Ale,2017,2,4,7.611,Michael Kiesling,eggertspiele
Schwimmer in der W\u00fcste,1999,3,4,6.0,Marion Dettelbach,Spielteufel GmbH
Fiasco,2003,2,6,7.057,David Pubrat,Fiasco Games Company
Der Widerstand,2009,5,10,7.311,Don Eskridge,Indie Boards & Cards
Attangle,2006,2,2,6.925,Dieter Stein,(Web published)
Pax Transhumanity,2019,1,4,7.85,Matt Eklund,Ion Game Design
La Bataille de Dresde,2015,2,8,8.536,Monte Mattson,Clash of Arms Games
Zoocracy,2019,2,6,7.188,Simon Haas,Haas Games
Proverbial Wisdom,1998,4,16,3.667,Jordan R. Pine,Proverbial Wisdom LLC
Monopoly  Adventure Time Collector's Edition,2013,2,6,5.06,Customizable Games,USAopoly
Dungeoneer  Tomb of the Lich Lord,2003,2,4,6.109,Thomas Denmark,Atlas Games
Get to the Chopper!!!,2006,2,5,6.535,Scott McChesney,(Web published)
Johari,2014,2,4,6.379,Carlo Lavezzi,Lookout Games
Ulcers,1969,2,4,5.357,(Uncredited),Grow Jogos e Brinquedos
Kolonial Afrika,1994,2,5,6.3,Jean du Po\\u00ebl,Historien Spiele Galerie (Historien Spielegalerie)
Archmage,2018,1,4,6.868,Tim Heerema,Starling Games (II)
Simpei,2005,2,2,6.008,Shimpei Takahashi,Bandai
Telestrations,2009,4,8,7.416,(Uncredited),Anvu00e4ndbart Litet Fu00f6retag
Jump Drive,2017,2,4,7.038,Thomas Lehmann,Rio Grande Games
Banking,1999,2,6,4.833,Michael R\\u00fcttinger,Noris Spiele
Elementalis,2006,2,4,4.654,Justin Fitzgerald,Tremorworks
Long Shot,2009,3,8,6.73,Chris Handy,Z-Man Games
Check Your 6! Jet Age,2010,2,20,7.676,Scott Fisher,SkirmishCampaigns
Kadesh   Mobile Warfare in the Ancient Middle East,1991,2,2,6.435,Gene Dickens,Kokusai-Tsushin Co.
Victory in Europe,1985,2,3,5.539,Don Alexander,Omega Games (I)
Bonnie and Clyde,2009,2,4,6.288,Mike Fitzgerald,ABACUSSPIELE
Caylus 1303,2019,2,5,8.187,William Attia,Space Cowboys
Um Reifenbreite,1979,2,4,6.823,Rob Bontenbal,(Unknown)
Compatibility 15th Anniversary Edition,2011,3,8,6.615,Frauen & M\\u00e4nner Mitbringspiel,Crown & Andrews Ltd.
Isle of Skye  From Chieftain to King,2015,2,5,7.451,Andreas Pelikan,Lookout Games
Sushi Express,2005,3,6,5.197,Michael Schacht,ABACUSSPIELE
Grim Doom,2018,2,2,7.585,David Amorin,Smart Troll Games
Rise of the House of Sa'ud,1985,1,2,4.721,Robert G. Markham,3W (World Wide Wargames)
Solitaire,1687,1,1,4.331,(Uncredited),(Public Domain)
